Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-13,331.6069869668859,337.1385265296064,326.17079511492335,327.98284912109375,415972,0.0,0
2017-06-14,329.03194353763087,335.6602801306826,328.0782277592609,333.0852355957031,231890,0.0,0
2017-06-15,333.08525797738605,333.8005448592273,328.5074338669838,330.6055908203125,17139,0.0,0
2017-06-16,329.50880000276385,333.4190406438719,327.12451056714326,328.5550842285156,20286,0.0,0
2017-06-19,328.5551077257251,333.6574934495497,328.5551077257251,330.6055908203125,12898,0.0,0
2017-06-20,336.6616861947008,336.6616861947008,324.6448608340917,325.8370056152344,13780,0.0,0
2017-06-21,328.0305746207492,329.4134446866509,322.1175244880316,326.9338073730469,25822,0.0,0
2017-06-22,326.6476770774605,329.0319666911646,323.4050491695137,323.7865295410156,213612,0.0,0
2017-06-23,324.7402129699905,325.98006134542356,312.81876609150333,313.5817565917969,23433,0.0,0
2017-06-27,314.72620976044135,318.0165411594994,306.14276767606566,311.1974792480469,17593,0.0,0
2017-06-28,312.81876929012344,316.8720612702546,308.0501904899691,309.00390625,16262,0.0,0
2017-06-29,310.6729181937861,319.5901667855322,310.6729181937861,316.5859680175781,24969,0.0,0
2017-06-30,317.2058656431954,317.2058656431954,310.529855367382,312.15118408203125,19662,0.0,0
2017-07-03,310.1960927941162,317.5873909314088,310.1960927941162,313.724853515625,10097,0.0,0
2017-07-04,314.7262208718628,316.68135620462334,308.1455876748689,310.2437744140625,11016,0.0,0
2017-07-05,309.33770912952303,311.6266209602456,305.28441719660475,307.62103271484375,19573,0.0,0
2017-07-06,307.1918825569085,316.6813672381096,307.1918825569085,315.25079345703125,15828,0.0,0
2017-07-07,314.72621876600846,315.20307667322965,311.7220199172053,312.5326843261719,15554,0.0,0
2017-07-10,315.1077022876688,319.4471271870061,310.911358628696,314.48779296875,130316,0.0,0
2017-07-11,322.9281754358021,328.88889917821774,322.06983718358464,324.5018005371094,60007,0.0,0
2017-07-12,333.60978760927503,333.60978760927503,315.77529113169203,319.25634765625,40684,0.0,0
2017-07-13,324.0726328983506,324.0726328983506,311.8650532796868,316.1091003417969,24365,0.0,0
2017-07-14,316.1091193824428,327.4106577771659,311.8650720646951,323.3096618652344,526978,0.0,0
2017-07-17,323.4050353810245,326.17080524831096,318.1595984545166,322.212890625,56005,0.0,0
2017-07-18,319.4471092879619,323.4526976243122,314.72620429022794,317.7781066894531,46060,0.0,0
2017-07-19,318.30264332954016,322.11750647056834,316.29983421381,318.01654052734375,24870,0.0,0
2017-07-20,319.49480137497187,322.92818431166216,315.3938352608534,319.87628173828125,32710,0.0,0
2017-07-21,320.2100782925826,327.74442710924706,318.0642177530195,320.2577819824219,67372,0.0,0
2017-07-24,324.26336346177965,337.37695536648397,318.87487530035503,322.3082580566406,58637,0.0,0
2017-07-25,326.17080698920523,326.17080698920523,319.44712246272104,320.4962158203125,18732,0.0,0
2017-07-26,321.8790664001644,326.59997130741374,320.7346253974787,325.2170715332031,43394,0.0,0
2017-07-27,325.8421442600122,330.7944387071254,324.6401295844776,327.0441589355469,38645,2.731641,0
2017-07-28,324.73628096391246,327.42878167383907,321.27447285083116,323.1496276855469,14355,0.0,0
2017-07-31,324.0631504218631,325.4574994514059,313.148851357441,315.6490478515625,24337,0.0,0
2017-08-01,317.71650811000075,317.71650811000075,308.9177668371866,310.1197814941406,16840,0.0,0
2017-08-02,311.4660108446131,320.2166829719475,310.8409692813274,316.4183349609375,25428,0.0,0
2017-08-03,320.9860158339911,322.5726691838287,313.3411904932547,315.12017822265625,64831,0.0,0
2017-08-04,319.06277835336147,319.06277835336147,310.60057739163756,312.5718994140625,18873,0.0,0
2017-08-07,321.8514587214117,321.8514587214117,314.06239767639255,319.73590087890625,13175,0.0,0
2017-08-08,320.9860296991258,325.4094198156955,313.96624566807884,317.66845703125,21646,0.0,0
2017-08-09,318.29346200814433,319.1589064929838,305.35980312586895,308.1003723144531,12771,0.0,0
2017-08-10,306.41756641930857,307.90808262315426,290.02209874013136,291.80108642578125,60542,0.0,0
2017-08-11,290.1182781010579,301.9460906384751,283.1946614427736,294.8301696777344,45126,0.0,0
2017-08-14,300.8402340836467,306.99454310553836,289.4451291300456,292.6665344238281,34082,0.0,0
2017-08-16,292.66651644399815,305.31170383065927,292.66651644399815,303.0519104003906,26481,0.0,0
