token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
12487,CYIENT-BL,CYIENT,,-1.0,1,,NSE,5.000000
972,64KA30C-SG,64KA30C,,-1.0,100,,NSE,1.000000
12718,RIIL-BL,RIIL,,-1.0,1,,NSE,5.000000
8777,H1876D46RQ-MF,H1876D46RQ,,-1.0,1,,NSE,1.000000
9837,91D080922-TB,91D080922,,-1.0,100,,NSE,1.000000
13048,NIFTYBEES-BL,NIFTYBEES,,-1.0,1,,NSE,1.000000
10502,ICICI0901-NB,ICICI0901,,-1.0,1,,NSE,1.000000
21912,718KL29-SG,718KL29,,-1.0,100,,NSE,1.000000
1194,GLAND-BL,GLAND,,-1.0,1,,NSE,5.000000
2246,ERFLNCDI-N4,ERFLNCDI,,-1.0,1,,NSE,1.000000
17832,SREIBNPNCD-Y9,SREIBNPNCD,,-1.0,1,,NSE,1.000000
11821,WELCORP-EQ,WELCORP,,-1.0,1,,NSE,5.000000
2860,CRAFTSMAN-BL,CRAFTSMAN,,-1.0,1,,NSE,5.000000
14245,TVSSRICHAK-EQ,TVSSRICHAK,,-1.0,1,,NSE,5.000000
7872,735KA36-SG,735KA36,,-1.0,100,,NSE,1.000000
21535,SREIBNPNCD-NV,SREIBNPNCD,,-1.0,1,,NSE,1.000000
5606,INTLCONV-EQ,INTLCONV,,-1.0,1,,NSE,5.000000
5022,SVPGLOB-BL,SVPGLOB,,-1.0,1,,NSE,5.000000
1474,ACCURACY-BL,ACCURACY,,-1.0,1,,NSE,5.000000
15278,ONMOBILE-EQ,ONMOBILE,,-1.0,1,,NSE,5.000000
6256,AHLWEST-BZ,AHLWEST,,-1.0,1,,NSE,5.000000
1006,675KA35-SG,675KA35,,-1.0,100,,NSE,1.000000
13285,M&MFIN-EQ,M&MFIN,,-1.0,1,,NSE,5.000000
13496,PFOCUS-EQ,PFOCUS,,-1.0,1,,NSE,5.000000
12641,NTPC-BL,NTPC,,-1.0,1,,NSE,5.000000
5178,364D280722-TB,364D280722,,-1.0,100,,NSE,1.000000
21972,718MP30-SG,718MP30,,-1.0,100,,NSE,1.000000
12458,ICICIBANK-BL,ICICIBANK,,-1.0,1,,NSE,5.000000
7679,MONARCH-EQ,MONARCH,,-1.0,1,,NSE,5.000000
21711,68PN26-SG,68PN26,,-1.0,100,,NSE,1.000000
20877,PSPPROJECT-EQ,PSPPROJECT,,-1.0,1,,NSE,5.000000
14947,MOTILALOFS-EQ,MOTILALOFS,,-1.0,1,,NSE,5.000000
6280,MEDICAMEQ-BL,MEDICAMEQ,,-1.0,1,,NSE,5.000000
7145,ANANDRATHI-EQ,ANANDRATHI,,-1.0,1,,NSE,5.000000
4332,GS020126C-GS,GS020126C,,-1.0,100,,NSE,1.000000
2721,711GJ31-SG,711GJ31,,-1.0,100,,NSE,1.000000
22457,671TS50-SG,671TS50,,-1.0,100,,NSE,1.000000
12757,HONDAPOWER-BL,HONDAPOWER,,-1.0,1,,NSE,5.000000
16866,LPDC-BL,LPDC,,-1.0,1,,NSE,5.000000
5829,IBULHSGFIN-NN,IBULHSGFIN,,-1.0,1,,NSE,1.000000
2295,HLEGLAS-BL,HLEGLAS,,-1.0,1,,NSE,5.000000
22026,688PY31-SG,688PY31,,-1.0,100,,NSE,1.000000
13710,FIEMIND-EQ,FIEMIND,,-1.0,1,,NSE,5.000000
14043,SARLAPOLY-EQ,SARLAPOLY,,-1.0,1,,NSE,5.000000
10861,INDOSOLAR-BZ,INDOSOLAR,,-1.0,1,,NSE,5.000000
7376,HPAL-EQ,HPAL,,-1.0,1,,NSE,5.000000
5324,SFMP48DR-MF,SFMP48DR,,-1.0,1,,NSE,1.000000
17396,SETF10GILT-BL,SETF10GILT,,-1.0,1,,NSE,1.000000
11319,LICNETFN50-EQ,LICNETFN50,,-1.0,1,,NSE,1.000000
18199,FISTIPD3MD-MF,FISTIPD3MD,,-1.0,1,,NSE,1.000000
13800,MANALIPETC-BL,MANALIPETC,,-1.0,1,,NSE,5.000000
11355,PTC-EQ,PTC,,-1.0,1,,NSE,5.000000
24781,BSLNIFTY-EQ,BSLNIFTY,,-1.0,1,,NSE,1.000000
11549,TEXINFRA-EQ,TEXINFRA,,-1.0,1,,NSE,5.000000
314,696JK35-SG,696JK35,,-1.0,100,,NSE,1.000000
14115,NETWORK18-BL,NETWORK18,,-1.0,1,,NSE,5.000000
3136,BARBEQUE-BL,BARBEQUE,,-1.0,1,,NSE,5.000000
20095,TASTYBITE-BL,TASTYBITE,,-1.0,1,,NSE,5.000000
11038,ICICIBANKN-BL,ICICIBANKN,,-1.0,1,,NSE,1.000000
13596,HOVS-BL,HOVS,,-1.0,1,,NSE,5.000000
19731,GPPL-EQ,GPPL,,-1.0,1,,NSE,5.000000
20697,589AP25-SG,589AP25,,-1.0,100,,NSE,1.000000
15358,NAHARCAP-BL,NAHARCAP,,-1.0,1,,NSE,5.000000
7654,SGBDEC26-GB,SGBDEC26,,-1.0,1,,NSE,1.000000
19039,PODDARMENT-BL,PODDARMENT,,-1.0,1,,NSE,5.000000
22167,717UK29-SG,717UK29,,-1.0,100,,NSE,1.000000
5616,GANESHBE-BL,GANESHBE,,-1.0,1,,NSE,5.000000
1387,IREDA-N4,IREDA,,-1.0,1,,NSE,1.000000
19292,TERASOFT-EQ,TERASOFT,,-1.0,1,,NSE,5.000000
8423,RUCHINFRA-BE,RUCHINFRA,,-1.0,1,,NSE,5.000000
8329,717KL32-SG,717KL32,,-1.0,100,,NSE,1.000000
3425,INDIGRID-ND,INDIGRID,,-1.0,1,,NSE,1.000000
2717,PRECWIRE-EQ,PRECWIRE,,-1.0,1,,NSE,5.000000
7855,723MN32-SG,723MN32,,-1.0,100,,NSE,1.000000
12474,IIFL-BL,IIFL,,-1.0,1,,NSE,5.000000
13542,TECHM-BL,TECHM,,-1.0,1,,NSE,5.000000
25458,UTFIQIPRPI-MF,UTFIQIPRPI,,-1.0,1,,NSE,1.000000
12098,KEYFINSERV-BL,KEYFINSERV,,-1.0,1,,NSE,5.000000
21389,66GA30-SG,66GA30,,-1.0,100,,NSE,1.000000
2394,734TR36-SG,734TR36,,-1.0,100,,NSE,1.000000
21957,INDTERRAIN-EQ,INDTERRAIN,,-1.0,1,,NSE,5.000000
17256,ALBERTDAVD-EQ,ALBERTDAVD,,-1.0,1,,NSE,5.000000
18422,ASIANHOTNR-EQ,ASIANHOTNR,,-1.0,1,,NSE,5.000000
13196,ENIL-BL,ENIL,,-1.0,1,,NSE,5.000000
12213,ARCHIES-BL,ARCHIES,,-1.0,1,,NSE,5.000000
879,ASTRON-BL,ASTRON,,-1.0,1,,NSE,5.000000
5911,PARAS-EQ,PARAS,,-1.0,1,,NSE,5.000000
3163,SFMP42GD-MF,SFMP42GD,,-1.0,1,,NSE,1.000000
14500,GARFIBRES-BL,GARFIBRES,,-1.0,1,,NSE,5.000000
13572,MANUGRAPH-EQ,MANUGRAPH,,-1.0,1,,NSE,5.000000
4897,713KL46-SG,713KL46,,-1.0,100,,NSE,1.000000
20076,INTENTECH-BL,INTENTECH,,-1.0,1,,NSE,5.000000
1814,KALPATPOWR-EQ,KALPATPOWR,,-1.0,1,,NSE,5.000000
10578,MPSLTD-EQ,MPSLTD,,-1.0,1,,NSE,5.000000
20862,699GA30-SG,699GA30,,-1.0,100,,NSE,1.000000
5010,GOENKA-BZ,GOENKA,,-1.0,1,,NSE,5.000000
381,SINTERCOM-EQ,SINTERCOM,,-1.0,1,,NSE,5.000000
19940,KILITCH-BL,KILITCH,,-1.0,1,,NSE,5.000000
12521,JPASSOCIAT-BL,JPASSOCIAT,,-1.0,1,,NSE,5.000000
7879,SGBJAN30IX-GB,SGBJAN30IX,,-1.0,1,,NSE,1.000000
9367,CAMPUS-BL,CAMPUS,,-1.0,1,,NSE,5.000000
16899,SFMP27GR-MF,SFMP27GR,,-1.0,1,,NSE,1.000000
5852,KOTAKBKETF-BL,KOTAKBKETF,,-1.0,1,,NSE,1.000000
14086,IGPL-EQ,IGPL,,-1.0,1,,NSE,5.000000
18638,IBULHSGFIN-NF,IBULHSGFIN,,-1.0,1,,NSE,1.000000
11437,SPANDANA-BL,SPANDANA,,-1.0,1,,NSE,5.000000
8321,703TN30-SG,703TN30,,-1.0,100,,NSE,1.000000
2264,708UP31-SG,708UP31,,-1.0,100,,NSE,1.000000
20654,65AP30-SG,65AP30,,-1.0,100,,NSE,1.000000
9444,774HR35-SG,774HR35,,-1.0,100,,NSE,1.000000
12674,PIDILITIND-BL,PIDILITIND,,-1.0,1,,NSE,5.000000
13061,IIFLWAM-EQ,IIFLWAM,,-1.0,1,,NSE,5.000000
4889,694UP31A-SG,694UP31A,,-1.0,100,,NSE,1.000000
3494,PGINVIT-IV,PGINVIT,,-1.0,1,,NSE,1.000000
2539,702HR29-SG,702HR29,,-1.0,100,,NSE,1.000000
12074,63MOONS-BL,63MOONS,,-1.0,1,,NSE,5.000000
629,691MP40-SG,691MP40,,-1.0,100,,NSE,1.000000
16770,TATACAPHSG-N1,TATACAPHSG,,-1.0,1,,NSE,1.000000
5096,364D210722-TB,364D210722,,-1.0,100,,NSE,1.000000
4158,GS170625C-GS,GS170625C,,-1.0,100,,NSE,1.000000
10406,STEELCITY-EQ,STEELCITY,,-1.0,1,,NSE,5.000000
9229,L&TFINANCE-NF,L&TFINANCE,,-1.0,1,,NSE,1.000000
12187,AEGISCHEM-BL,AEGISCHEM,,-1.0,1,,NSE,5.000000
7513,70GA31A-SG,70GA31A,,-1.0,100,,NSE,1.000000
7238,MAPMYINDIA-BL,MAPMYINDIA,,-1.0,1,,NSE,5.000000
18762,AURDIS-SM,AURDIS,,-1.0,2000,,NSE,5.000000
13367,SGL-EQ,SGL,,-1.0,1,,NSE,5.000000
29433,ANKITMETAL-BL,ANKITMETAL,,-1.0,1,,NSE,5.000000
12530,KAKATCEM-BL,KAKATCEM,,-1.0,1,,NSE,5.000000
13376,UTTAMSUGAR-EQ,UTTAMSUGAR,,-1.0,1,,NSE,5.000000
20696,718GJ30-SG,718GJ30,,-1.0,100,,NSE,1.000000
20299,GAL-BL,GAL,,-1.0,1,,NSE,5.000000
24391,DELPHIFX-EQ,DELPHIFX,,-1.0,1,,NSE,5.000000
1137,APOLLO-BL,APOLLO,,-1.0,1,,NSE,5.000000
17275,ASPINWALL-BL,ASPINWALL,,-1.0,1,,NSE,5.000000
12211,ANDHRAPAP-BL,ANDHRAPAP,,-1.0,1,,NSE,5.000000
20072,INFRABEES-EQ,INFRABEES,,-1.0,1,,NSE,1.000000
17641,SUNTECK-EQ,SUNTECK,,-1.0,1,,NSE,5.000000
17644,SUNTECK-BL,SUNTECK,,-1.0,1,,NSE,5.000000
8569,709HR29-SG,709HR29,,-1.0,100,,NSE,1.000000
13302,NITCO-BL,NITCO,,-1.0,1,,NSE,5.000000
496,ICEMAKE-BE,ICEMAKE,,-1.0,1,,NSE,5.000000
2762,719WB36-SG,719WB36,,-1.0,100,,NSE,1.000000
29871,UFDS2QPIR5-MF,UFDS2QPIR5,,-1.0,1,,NSE,1.000000
14296,SEQUENT-EQ,SEQUENT,,-1.0,1,,NSE,5.000000
28906,MAYURUNIQ-EQ,MAYURUNIQ,,-1.0,1,,NSE,5.000000
14208,TV18BRDCST-EQ,TV18BRDCST,,-1.0,1,,NSE,5.000000
5066,BRITANNIA-N3,BRITANNIA,,-1.0,1,,NSE,1.000000
21918,503KL24-SG,503KL24,,-1.0,100,,NSE,1.000000
425,KHADIM-EQ,KHADIM,,-1.0,1,,NSE,5.000000
2003,SGBJAN29X-GB,SGBJAN29X,,-1.0,1,,NSE,1.000000
9087,PIXTRANS-EQ,PIXTRANS,,-1.0,1,,NSE,5.000000
5200,GRAUWEIL-EQ,GRAUWEIL,,-1.0,1,,NSE,5.000000
20089,CAREERP-BL,CAREERP,,-1.0,1,,NSE,5.000000
12327,DEEPAKFERT-BL,DEEPAKFERT,,-1.0,1,,NSE,5.000000
16249,INFIBEAM-EQ,INFIBEAM,,-1.0,1,,NSE,5.000000
2726,NARMADA-SM,NARMADA,,-1.0,7200,,NSE,5.000000
13300,NITCO-EQ,NITCO,,-1.0,1,,NSE,5.000000
19803,WELINV-BL,WELINV,,-1.0,1,,NSE,5.000000
13310,KEI-EQ,KEI,,-1.0,1,,NSE,5.000000
17069,UJJIVAN-EQ,UJJIVAN,,-1.0,1,,NSE,5.000000
12022,AURIONPRO-EQ,AURIONPRO,,-1.0,1,,NSE,5.000000
7024,82GS2025-GS,82GS2025,,-1.0,1,,NSE,1.000000
15555,HCG-EQ,HCG,,-1.0,1,,NSE,5.000000
5550,ABMINTLLTD-BL,ABMINTLLTD,,-1.0,1,,NSE,5.000000
8130,705MZ29-SG,705MZ29,,-1.0,100,,NSE,1.000000
9090,PIXTRANS-BL,PIXTRANS,,-1.0,1,,NSE,5.000000
2649,PCBL-EQ,PCBL,,-1.0,1,,NSE,5.000000
6652,IFCI-NM,IFCI,,-1.0,1,,NSE,1.000000
8157,MEGASTAR-BL,MEGASTAR,,-1.0,1,,NSE,5.000000
7844,ICICIAUTO-EQ,ICICIAUTO,,-1.0,1,,NSE,1.000000
905,KHAICHEM-BL,KHAICHEM,,-1.0,1,,NSE,5.000000
861,648KA31-SG,648KA31,,-1.0,100,,NSE,1.000000
12395,GLENMARK-BL,GLENMARK,,-1.0,1,,NSE,5.000000
21195,GTPL-EQ,GTPL,,-1.0,1,,NSE,5.000000
15271,CORDSCABLE-EQ,CORDSCABLE,,-1.0,1,,NSE,5.000000
8,507PY23-SG,507PY23,,-1.0,100,,NSE,1.000000
29553,ICICINIFTY-EQ,ICICINIFTY,,-1.0,1,,NSE,1.000000
15151,MADHAV-EQ,MADHAV,,-1.0,1,,NSE,5.000000
7692,713HR32-SG,713HR32,,-1.0,100,,NSE,1.000000
22127,725TN27-SG,725TN27,,-1.0,100,,NSE,1.000000
1510,MOGSEC-BL,MOGSEC,,-1.0,1,,NSE,1.000000
3083,682KL35-SG,682KL35,,-1.0,100,,NSE,1.000000
12682,PRECOT-BL,PRECOT,,-1.0,1,,NSE,5.000000
2029,IRFC-EQ,IRFC,,-1.0,1,,NSE,5.000000
1041,FINPIPE-EQ,FINPIPE,,-1.0,1,,NSE,5.000000
6237,DTIL-BL,DTIL,,-1.0,1,,NSE,5.000000
154,APCOTEXIND-EQ,APCOTEXIND,,-1.0,1,,NSE,5.000000
3650,639BR27-SG,639BR27,,-1.0,100,,NSE,1.000000
9982,POONAWALLA-N7,POONAWALLA,,-1.0,1,,NSE,1.000000
597,IRFC-N9,IRFC,,-1.0,1,,NSE,1.000000
14119,GANDHITUBE-BL,GANDHITUBE,,-1.0,1,,NSE,5.000000
12655,FEL-BL,FEL,,-1.0,1,,NSE,5.000000
3509,TNPETRO-EQ,TNPETRO,,-1.0,1,,NSE,5.000000
6136,DIGJAMLMTD-BE,DIGJAMLMTD,,-1.0,1,,NSE,5.000000
12478,INDORAMA-BL,INDORAMA,,-1.0,1,,NSE,5.000000
9360,UGROCAP-N4,UGROCAP,,-1.0,1,,NSE,1.000000
15353,RECLTD-BL,RECLTD,,-1.0,1,,NSE,5.000000
1920,SGBJAN29IX-GB,SGBJAN29IX,,-1.0,1,,NSE,1.000000
3893,GS100523C-GS,GS100523C,,-1.0,100,,NSE,1.000000
20797,708KA31-SG,708KA31,,-1.0,100,,NSE,1.000000
3095,INDOSTAR-BL,INDOSTAR,,-1.0,1,,NSE,5.000000
460,707MP32-SG,707MP32,,-1.0,100,,NSE,1.000000
13149,PVR-BL,PVR,,-1.0,1,,NSE,5.000000
1905,663AP37-SG,663AP37,,-1.0,100,,NSE,1.000000
1455,HIL-EQ,HIL,,-1.0,1,,NSE,5.000000
21119,KICL-EQ,KICL,,-1.0,1,,NSE,5.000000
2018,LUMAXIND-EQ,LUMAXIND,,-1.0,1,,NSE,5.000000
11262,IGL-EQ,IGL,,-1.0,1,,NSE,5.000000
13744,SHYAMTEL-BL,SHYAMTEL,,-1.0,1,,NSE,5.000000
22132,694TN25-SG,694TN25,,-1.0,100,,NSE,1.000000
2388,NELCO-EQ,NELCO,,-1.0,1,,NSE,5.000000
8285,ANTGRAPHIC-BE,ANTGRAPHIC,,-1.0,1,,NSE,5.000000
6596,SONATSOFTW-EQ,SONATSOFTW,,-1.0,1,,NSE,5.000000
10611,ICICI0102-NB,ICICI0102,,-1.0,1,,NSE,1.000000
525,ICICIB22-BL,ICICIB22,,-1.0,1,,NSE,1.000000
13651,TALBROAUTO-BL,TALBROAUTO,,-1.0,1,,NSE,5.000000
26009,BANKNIFTY,BANKNIFTY,,-1.0,-1,,NSE,-1.000000
12688,PRSMJOHNSN-BL,PRSMJOHNSN,,-1.0,1,,NSE,5.000000
13037,SAFARI-BL,SAFARI,,-1.0,1,,NSE,5.000000
14488,THEMISMED-BL,THEMISMED,,-1.0,1,,NSE,5.000000
6435,AIRTELPP-E1,AIRTELPP,,-1.0,1,,NSE,5.000000
13130,REPRO-BL,REPRO,,-1.0,1,,NSE,5.000000
21787,695PN25-SG,695PN25,,-1.0,100,,NSE,1.000000
12637,NOIDATOLL-BL,NOIDATOLL,,-1.0,1,,NSE,5.000000
22160,717CG30-SG,717CG30,,-1.0,100,,NSE,1.000000
401,GLOBE-BL,GLOBE,,-1.0,1,,NSE,5.000000
20624,PENIND-BL,PENIND,,-1.0,1,,NSE,5.000000
6481,696TN31-SG,696TN31,,-1.0,100,,NSE,1.000000
13508,BRITANNIA-N2,BRITANNIA,,-1.0,1,,NSE,1.000000
12251,BEL-BL,BEL,,-1.0,1,,NSE,5.000000
12047,ASHIMASYN-BL,ASHIMASYN,,-1.0,1,,NSE,5.000000
4555,GS220261C-GS,GS220261C,,-1.0,100,,NSE,1.000000
8656,MOLOWVOL-BL,MOLOWVOL,,-1.0,1,,NSE,1.000000
7825,182D140722-TB,182D140722,,-1.0,100,,NSE,1.000000
2411,JYOTISTRUC-BZ,JYOTISTRUC,,-1.0,1,,NSE,5.000000
5309,REXPIPES-SM,REXPIPES,,-1.0,4000,,NSE,5.000000
8198,713TN47-SG,713TN47,,-1.0,100,,NSE,1.000000
12403,FMGOETZE-BL,FMGOETZE,,-1.0,1,,NSE,5.000000
9069,182D201022-TB,182D201022,,-1.0,100,,NSE,1.000000
4041,JAYAGROGN-EQ,JAYAGROGN,,-1.0,1,,NSE,5.000000
2997,SANGHIIND-EQ,SANGHIIND,,-1.0,1,,NSE,5.000000
7648,IIHFL-N9,IIHFL,,-1.0,1,,NSE,1.000000
13658,GEECEE-EQ,GEECEE,,-1.0,1,,NSE,5.000000
14490,NCLIND-EQ,NCLIND,,-1.0,1,,NSE,5.000000
21177,CDSL-BL,CDSL,,-1.0,1,,NSE,5.000000
22454,661KA35-SG,661KA35,,-1.0,100,,NSE,1.000000
18662,MARATHON-BL,MARATHON,,-1.0,1,,NSE,5.000000
8726,364D300323-TB,364D300323,,-1.0,100,,NSE,1.000000
9676,L&TFINANCE-NW,L&TFINANCE,,-1.0,1,,NSE,1.000000
15802,L&TFINANCE-Y9,L&TFINANCE,,-1.0,1,,NSE,1.000000
13059,PBAINFRA-BL,PBAINFRA,,-1.0,1,,NSE,5.000000
8684,729RJ32-SG,729RJ32,,-1.0,100,,NSE,1.000000
10630,DHANILOANS-NG,DHANILOANS,,-1.0,1,,NSE,1.000000
17025,MAWANASUG-BL,MAWANASUG,,-1.0,1,,NSE,5.000000
12572,POONAWALLA-BL,POONAWALLA,,-1.0,1,,NSE,5.000000
10055,SFMP6GD-MF,SFMP6GD,,-1.0,1,,NSE,1.000000
20080,EROSMEDIA-EQ,EROSMEDIA,,-1.0,1,,NSE,5.000000
8659,VETO-BL,VETO,,-1.0,1,,NSE,5.000000
13875,JINDRILL-EQ,JINDRILL,,-1.0,1,,NSE,5.000000
19347,RHFL-N8,RHFL,,-1.0,1,,NSE,1.000000
970,415KL22-SG,415KL22,,-1.0,100,,NSE,1.000000
6051,CYBERTECH-EQ,CYBERTECH,,-1.0,1,,NSE,5.000000
22074,714RJ30-SG,714RJ30,,-1.0,100,,NSE,1.000000
13592,HOVS-EQ,HOVS,,-1.0,1,,NSE,5.000000
11915,YESBANK-EQ,YESBANK,,-1.0,1,,NSE,5.000000
3204,664GS2035-GS,664GS2035,,-1.0,1,,NSE,1.000000
8886,EUROTEXIND-BE,EUROTEXIND,,-1.0,1,,NSE,5.000000
8359,725MZ34-SG,725MZ34,,-1.0,100,,NSE,1.000000
2135,705PN31-SG,705PN31,,-1.0,100,,NSE,1.000000
14260,PGIL-EQ,PGIL,,-1.0,1,,NSE,5.000000
7218,SBIETFQLTY-EQ,SBIETFQLTY,,-1.0,1,,NSE,1.000000
19529,IITL-BE,IITL,,-1.0,1,,NSE,5.000000
20137,RAMKY-BL,RAMKY,,-1.0,1,,NSE,5.000000
9534,182D171122-TB,182D171122,,-1.0,100,,NSE,1.000000
3470,INDIGRID-NK,INDIGRID,,-1.0,1,,NSE,1.000000
2374,67AS27-SG,67AS27,,-1.0,100,,NSE,1.000000
12174,HNDFDS-BL,HNDFDS,,-1.0,1,,NSE,5.000000
11872,GRANULES-EQ,GRANULES,,-1.0,1,,NSE,5.000000
3379,687MH33-SG,687MH33,,-1.0,100,,NSE,1.000000
12325,DCMSHRIRAM-BL,DCMSHRIRAM,,-1.0,1,,NSE,5.000000
7481,MANAKSTEEL-BL,MANAKSTEEL,,-1.0,1,,NSE,5.000000
7902,LFIC-EQ,LFIC,,-1.0,1,,NSE,5.000000
19196,TI-EQ,TI,,-1.0,1,,NSE,5.000000
8588,ABNINT-IT,ABNINT,,-1.0,5000,,NSE,5.000000
8492,722RJ32-SG,722RJ32,,-1.0,100,,NSE,1.000000
1083,661RJ30-SG,661RJ30,,-1.0,100,,NSE,1.000000
27110,SPECIALITY-BL,SPECIALITY,,-1.0,1,,NSE,5.000000
1169,678WB35-SG,678WB35,,-1.0,100,,NSE,1.000000
14157,MINDAIND-BL,MINDAIND,,-1.0,1,,NSE,5.000000
22139,721TR29-SG,721TR29,,-1.0,100,,NSE,1.000000
12935,SRTRANSFIN-ZA,SRTRANSFIN,,-1.0,1,,NSE,1.000000
7011,897GS2030-GS,897GS2030,,-1.0,1,,NSE,1.000000
11845,CYBERMEDIA-BE,CYBERMEDIA,,-1.0,1,,NSE,5.000000
2975,ORIENTELEC-BL,ORIENTELEC,,-1.0,1,,NSE,5.000000
9533,91D180822-TB,91D180822,,-1.0,100,,NSE,1.000000
22120,715TN27-SG,715TN27,,-1.0,100,,NSE,1.000000
8648,SFMP61GD-MF,SFMP61GD,,-1.0,1,,NSE,1.000000
